file,phase,strain,area,mean,minimum,maximum,bg_mean,measured_by,exp_id
PDR5-GFP_st_3,st,wt,580,400.336,320,466,413.469,N,2
PDR5-GFP_st_3,st,wt,908,407.989,348,474,413.469,N,2
PDR5-GFP_st_3,st,wt,676,421.127,344,524,413.469,N,2
PDR5-GFP_st_3,st,wt,764,409.874,336,485,413.469,N,2
PDR5-GFP_st_3,st,wt,978,494.28,396,631,413.469,N,2
PDR5-GFP_st_3,st,wt,934,460.277,384,572,413.469,N,2
PDR5-GFP_st_3,st,wt,1088,409.281,342,481,413.469,N,2
PDR5-GFP_st_3,st,wt,1046,414.354,340,496,413.469,N,2
PDR5-GFP_st_3,st,wt,778,415.837,339,479,413.469,N,2
PDR5-GFP_st_3,st,wt,952,403.226,327,491,413.469,N,2
PDR5-GFP_st_3,st,wt,1242,403.385,321,485,413.469,N,2
PDR5-GFP_st_3,st,wt,958,412.29,349,504,413.469,N,2
PDR5-GFP_st_3,st,wt,618,406.241,342,469,413.469,N,2
PDR5-GFP_st_3,st,wt,830,407.618,338,515,413.469,N,2
PDR5-GFP_st_3,st,wt,798,407.192,330,483,413.469,N,2
PDR5-GFP_st_3,st,wt,680,410.869,333,479,413.469,N,2
PDR5-GFP_st_3,st,wt,962,408.817,321,494,413.469,N,2
PDR5-GFP_st_3,st,wt,924,409.14,320,487,413.469,N,2
PDR5-GFP_st_3,st,wt,1298,405.157,334,485,413.469,N,2
PDR5-GFP_st_3,st,wt,1058,412.676,325,502,413.469,N,2
PDR5-GFP_st_3,st,wt,1274,412.699,335,505,413.469,N,2
PDR5-GFP_st_3,st,wt,828,435.144,347,584,413.469,N,2
PDR5-GFP_st_3,st,wt,792,527.145,414,651,413.469,N,2
PDR5-GFP_st_3,st,wt,496,517.002,414,630,413.469,N,2
PDR5-GFP_st_3,st,wt,950,423.273,344,492,413.469,N,2
PDR5-GFP_st_3,st,wt,1042,425.187,344,506,413.469,N,2
PDR5-GFP_st_3,st,wt,754,420.533,320,500,413.469,N,2
PDR5-GFP_st_3,st,wt,946,425.811,347,489,413.469,N,2
PDR5-GFP_st_3,st,wt,904,419.597,314,501,413.469,N,2
PDR5-GFP_st_3,st,wt,558,431.306,369,484,413.469,N,2
PDR5-GFP_st_3,st,wt,750,438.051,376,517,413.469,N,2
PDR5-GFP_st_3,st,wt,684,486.842,400,617,413.469,N,2
PDR5-GFP_st_3,st,wt,1118,458.742,348,585,413.469,N,2
PDR5-GFP_st_3,st,wt,1034,463.619,396,559,413.469,N,2
PDR5-GFP_st_3,st,wt,658,432.792,340,523,413.469,N,2
PDR5-GFP_st_3,st,wt,600,506.307,372,699,413.469,N,2
PDR5-GFP_st_3,st,wt,708,495.798,408,593,413.469,N,2
PDR5-GFP_st_3,st,wt,872,519.571,422,692,413.469,N,2
PDR5-GFP_st_3,st,wt,1226,438.179,356,553,413.469,N,2
PDR5-GFP_st_3,st,wt,628,427.374,359,506,413.469,N,2
PDR5-GFP_st_3,st,wt,810,427.863,356,493,413.469,N,2
PDR5-GFP_st_3,st,wt,638,433.575,367,514,413.469,N,2
PDR5-GFP_st_3,st,wt,938,438.708,349,532,413.469,N,2
PDR5-GFP_st_3,st,wt,938,440.373,367,520,413.469,N,2
PDR5-GFP_st_3,st,wt,848,457.867,389,561,413.469,N,2
PDR5-GFP_st_3,st,wt,760,442.182,368,516,413.469,N,2
PDR5-GFP_st_3,st,wt,776,432.549,361,506,413.469,N,2
PDR5-GFP_st_3,st,wt,626,438.353,360,520,413.469,N,2
PDR5-GFP_st_3,st,wt,692,456.058,370,559,413.469,N,2
PDR5-GFP_st_3,st,wt,1066,420.788,334,522,413.469,N,2
PDR5-GFP_st_3,st,wt,1098,426.249,303,522,413.469,N,2
PDR5-GFP_st_3,st,wt,1078,445.444,347,670,413.469,N,2
PDR5-GFP_st_3,st,wt,952,439.879,321,550,413.469,N,2
PDR5-GFP_st_3,st,wt,770,417.906,356,503,413.469,N,2
PDR5-GFP_st_3,st,wt,772,463.399,384,573,413.469,N,2
PDR5-GFP_st_3,st,wt,900,2096.059,1132,4091,413.469,N,2
PDR5-GFP_st_3,st,wt,566,1782.952,1032,2558,413.469,N,2
PDR5-GFP_st_3,st,wt,1066,549.092,397,799,413.469,N,2
PDR5-GFP_st_3,st,wt,830,433.702,368,510,413.469,N,2
PDR5-GFP_st_3,st,wt,612,435.286,355,505,413.469,N,2
PDR5-GFP_st_3,st,wt,700,430.83,361,524,413.469,N,2
PDR5-GFP_st_3,st,wt,644,449.486,373,521,413.469,N,2
PDR5-GFP_st_3,st,wt,740,573.172,431,701,413.469,N,2
PDR5-GFP_st_3,st,wt,588,503.386,419,597,413.469,N,2
PDR5-GFP_st_3,st,wt,532,512.083,406,607,413.469,N,2
PDR5-GFP_st_3,st,wt,636,454.061,380,527,413.469,N,2
PDR5-GFP_st_3,st,wt,460,582.926,488,712,413.469,N,2
PDR5-GFP_st_3,st,wt,964,515.296,409,633,413.469,N,2
PDR5-GFP_st_3,st,wt,772,464.245,372,589,413.469,N,2
PDR5-GFP_st_3,st,wt,812,452.808,341,528,413.469,N,2
PDR5-GFP_st_3,st,wt,756,430.938,343,513,413.469,N,2
PDR5-GFP_st_3,st,wt,988,445.67,363,529,413.469,N,2
PDR5-GFP_st_3,st,wt,596,438.978,364,540,413.469,N,2
PDR5-GFP_st_3,st,wt,652,428.722,362,498,413.469,N,2
PDR5-GFP_st_3,st,wt,932,422.936,331,505,413.469,N,2
PDR5-GFP_st_3,st,wt,740,429.031,349,507,413.469,N,2
PDR5-GFP_st_3,st,wt,716,420.56,344,528,413.469,N,2
rho0_st_2,st,rho0,908,289.578,185,646,202.207,N,2
rho0_st_2,st,rho0,830,1048.018,527,1630,202.207,N,2
rho0_st_2,st,rho0,584,880.705,503,1277,202.207,N,2
rho0_st_2,st,rho0,648,208.784,139,275,202.207,N,2
rho0_st_2,st,rho0,1358,504.946,311,939,202.207,N,2
rho0_st_2,st,rho0,750,751.411,451,1144,202.207,N,2
rho0_st_2,st,rho0,728,595.772,352,878,202.207,N,2
rho0_st_2,st,rho0,476,451.731,325,597,202.207,N,2
rho0_st_2,st,rho0,1002,489.526,327,667,202.207,N,2
rho0_st_2,st,rho0,1020,568.421,310,884,202.207,N,2
rho0_st_2,st,rho0,608,628.574,368,1016,202.207,N,2
rho0_st_2,st,rho0,1142,355.369,229,540,202.207,N,2
