file,phase,strain,area,mean,minimum,maximum,bg_mean,measured_by,exp_id
wt_st_2,st,wt,1178,476.892,392,573,400.7650313,S,2
wt_st_2,st,wt,509,437.297,382,514,400.7650313,S,2
wt_st_2,st,wt,631,422.989,355,497,400.7650313,S,2
wt_st_2,st,wt,935,405.135,327,522,400.7650313,S,2
wt_st_2,st,wt,827,398.550,323,481,400.7650313,S,2
wt_st_2,st,wt,936,391.131,317,463,400.7650313,S,2
wt_st_2,st,wt,837,397.160,334,475,400.7650313,S,2
wt_st_2,st,wt,969,413.762,338,487,400.7650313,S,2
wt_st_2,st,wt,529,404.204,343,479,400.7650313,S,2
wt_st_2,st,wt,904,395.437,318,466,400.7650313,S,2
wt_st_2,st,wt,588,399.078,321,485,400.7650313,S,2
wt_st_2,st,wt,1041,399.678,324,463,400.7650313,S,2
wt_st_2,st,wt,871,402.397,335,488,400.7650313,S,2
wt_st_2,st,wt,970,405.762,322,467,400.7650313,S,2
wt_st_2,st,wt,820,401.613,336,464,400.7650313,S,2
wt_st_2,st,wt,806,397.653,326,480,400.7650313,S,2
wt_st_2,st,wt,839,419.538,321,513,400.7650313,S,2
wt_st_2,st,wt,1020,405.915,331,483,400.7650313,S,2
wt_st_2,st,wt,750,424.728,361,491,400.7650313,S,2
wt_st_2,st,wt,1178,415.424,347,504,400.7650313,S,2
wt_st_2,st,wt,704,416.206,347,486,400.7650313,S,2
wt_st_2,st,wt,996,413.420,344,499,400.7650313,S,2
wt_st_2,st,wt,720,410.275,347,481,400.7650313,S,2
wt_st_2,st,wt,628,415.817,328,523,400.7650313,S,2
wt_st_2,st,wt,956,412.054,340,485,400.7650313,S,2
wt_st_2,st,wt,940,391.153,318,457,400.7650313,S,2
wt_st_2,st,wt,642,403.682,342,483,400.7650313,S,2
wt_st_2,st,wt,908,413.118,329,486,400.7650313,S,2
wt_st_2,st,wt,820,423.459,357,543,400.7650313,S,2
wt_st_2,st,wt,530,418.774,359,488,400.7650313,S,2
wt_st_2,st,wt,662,401.150,322,474,400.7650313,S,2
wt_st_2,st,wt,1160,393.080,316,482,400.7650313,S,2
wt_st_2,st,wt,816,393.647,325,472,400.7650313,S,2
wt_st_2,st,wt,1188,394.481,330,471,400.7650313,S,2
wt_st_2,st,wt,1174,392.784,294,504,400.7650313,S,2
wt_st_2,st,wt,942,392.340,320,467,400.7650313,S,2
wt_st_2,st,wt,979,414.594,343,485,400.7650313,S,2
wt_st_2,st,wt,833,413.990,342,483,400.7650313,S,2
wt_st_2,st,wt,854,393.100,329,453,400.7650313,S,2
wt_st_2,st,wt,1161,387.589,318,455,400.7650313,S,2
wt_st_2,st,wt,802,413.218,309,488,400.7650313,S,2
wt_st_2,st,wt,711,410.028,332,496,400.7650313,S,2
wt_st_2,st,wt,1080,423.284,340,493,400.7650313,S,2
wt_st_2,st,wt,581,390.313,330,452,400.7650313,S,2
wt_st_2,st,wt,1003,399.446,316,483,400.7650313,S,2
wt_st_2,st,wt,1213,395.806,318,461,400.7650313,S,2
wt_st_2,st,wt,810,405.970,328,475,400.7650313,S,2
wt_st_2,st,wt,1143,414.943,345,492,400.7650313,S,2
wt_st_2,st,wt,754,420.981,342,483,400.7650313,S,2
wt_st_2,st,wt,624,425.532,361,490,400.7650313,S,2
wt_st_2,st,wt,697,426.796,325,502,400.7650313,S,2
wt_st_2,st,wt,1095,440.324,344,536,400.7650313,S,2
wt_st_2,st,wt,567,467.354,376,580,400.7650313,S,2
wt_st_2,st,wt,1127,438.998,358,538,400.7650313,S,2
wt_st_2,st,wt,556,460.725,377,526,400.7650313,S,2
wt_st_2,st,wt,1059,913.608,650,1422,400.7650313,S,2
wt_st_2,st,wt,986,432.371,366,525,400.7650313,S,2
wt_st_2,st,wt,618,419.421,336,502,400.7650313,S,2
wt_st_2,st,wt,594,413.189,347,487,400.7650313,S,2
wt_st_2,st,wt,846,418.388,353,496,400.7650313,S,2
wt_st_2,st,wt,1075,417.599,347,495,400.7650313,S,2
wt_st_2,st,wt,728,418.698,352,498,400.7650313,S,2
wt_st_2,st,wt,895,417.091,341,507,400.7650313,S,2
wt_st_2,st,wt,935,420.743,344,496,400.7650313,S,2
wt_st_2,st,wt,1448,426.951,333,503,400.7650313,S,2
wt_st_2,st,wt,601,436.328,370,537,400.7650313,S,2
wt_st_2,st,wt,741,447.300,384,527,400.7650313,S,2
wt_st_2,st,wt,1721,429.336,341,523,400.7650313,S,2
wt_st_2,st,wt,577,435.180,362,521,400.7650313,S,2
wt_st_2,st,wt,871,431.509,368,505,400.7650313,S,2
wt_st_2,st,wt,608,431.715,358,483,400.7650313,S,2
wt_st_2,st,wt,604,430.922,362,514,400.7650313,S,2
wt_st_2,st,wt,1072,434.666,349,526,400.7650313,S,2
wt_st_2,st,wt,588,433.095,371,493,400.7650313,S,2
wt_st_2,st,wt,724,425.544,349,504,400.7650313,S,2
wt_st_2,st,wt,819,428.347,347,489,400.7650313,S,2
wt_st_2,st,wt,1090,444.596,352,552,400.7650313,S,2
wt_st_2,st,wt,707,434.243,348,515,400.7650313,S,2
wt_st_2,st,wt,1106,431.765,343,518,400.7650313,S,2
wt_st_2,st,wt,710,434.158,359,516,400.7650313,S,2
wt_st_2,st,wt,754,440.842,357,509,400.7650313,S,2
wt_st_2,st,wt,1284,427.734,336,515,400.7650313,S,2
wt_st_2,st,wt,789,426.703,334,501,400.7650313,S,2
wt_st_2,st,wt,855,426.382,360,500,400.7650313,S,2
wt_st_2,st,wt,812,455.451,378,525,400.7650313,S,2
wt_st_2,st,wt,1005,467.120,384,552,400.7650313,S,2
wt_st_2,st,wt,1100,454.025,370,540,400.7650313,S,2
wt_st_2,st,wt,938,459.123,375,533,400.7650313,S,2
wt_st_2,st,wt,1024,565.161,442,732,400.7650313,S,2
wt_st_2,st,wt,707,569.867,475,703,400.7650313,S,2
wt_st_2,st,wt,943,455.757,368,553,400.7650313,S,2
wt_st_2,st,wt,543,448.221,357,500,400.7650313,S,2
wt_st_2,st,wt,601,461.444,387,535,400.7650313,S,2
wt_st_2,st,wt,864,449.088,363,528,400.7650313,S,2
wt_st_2,st,wt,1130,437.435,356,540,400.7650313,S,2
wt_st_2,st,wt,730,453.130,384,535,400.7650313,S,2
wt_st_2,st,wt,557,447.515,357,503,400.7650313,S,2
wt_st_2,st,wt,877,443.880,375,519,400.7650313,S,2
wt_st_2,st,wt,1188,440.029,334,522,400.7650313,S,2
wt_st_2,st,wt,867,420.800,347,486,400.7650313,S,2
wt_st_2,st,wt,1062,433.949,363,518,400.7650313,S,2
wt_st_2,st,wt,662,433.073,361,516,400.7650313,S,2
wt_st_2,st,wt,857,439.268,357,510,400.7650313,S,2
wt_st_2,st,wt,621,426.763,352,502,400.7650313,S,2
wt_st_2,st,wt,1013,430.389,343,506,400.7650313,S,2
wt_st_2,st,wt,717,425.941,338,523,400.7650313,S,2
wt_st_2,st,wt,875,421.616,345,495,400.7650313,S,2
wt_st_2,st,wt,567,426.296,361,512,400.7650313,S,2
wt_st_2,st,wt,604,424.781,368,494,400.7650313,S,2
drdr1_st_2,st,drdr1,1206,363.978,287,541,316.632,N,2
drdr1_st_2,st,drdr1,818,364.589,265,441,316.632,N,2
drdr1_st_2,st,drdr1,564,341.11,278,397,316.632,N,2
drdr1_st_2,st,drdr1,480,335.475,275,413,316.632,N,2
drdr1_st_2,st,drdr1,516,320.283,262,389,316.632,N,2
drdr1_st_2,st,drdr1,864,407.598,328,495,316.632,N,2
drdr1_st_2,st,drdr1,454,342.128,272,410,316.632,N,2
drdr1_st_2,st,drdr1,518,330.137,250,401,316.632,N,2
drdr1_st_2,st,drdr1,540,319.309,257,395,316.632,N,2
drdr1_st_2,st,drdr1,1010,327.73,271,386,316.632,N,2
drdr1_st_2,st,drdr1,766,321.308,255,390,316.632,N,2
drdr1_st_2,st,drdr1,660,334.539,250,405,316.632,N,2
drdr1_st_2,st,drdr1,1034,356.999,282,425,316.632,N,2
drdr1_st_2,st,drdr1,886,318.686,246,384,316.632,N,2
drdr1_st_2,st,drdr1,1050,298.891,241,356,316.632,N,2
drdr1_st_2,st,drdr1,724,336.852,275,413,316.632,N,2
drdr1_st_2,st,drdr1,950,314.123,246,383,316.632,N,2
drdr1_st_2,st,drdr1,1160,347.029,279,458,316.632,N,2
drdr1_st_2,st,drdr1,784,338.649,277,410,316.632,N,2
drdr1_st_2,st,drdr1,922,343.819,264,421,316.632,N,2
drdr1_st_2,st,drdr1,790,330.378,254,404,316.632,N,2
drdr1_st_2,st,drdr1,700,337.329,272,422,316.632,N,2
drdr1_st_2,st,drdr1,390,348.651,282,417,316.632,N,2
drdr1_st_2,st,drdr1,782,326.506,266,382,316.632,N,2
drdr1_st_2,st,drdr1,944,331.454,272,398,316.632,N,2
drdr1_st_2,st,drdr1,866,616.485,456,792,316.632,N,2
drdr1_st_2,st,drdr1,892,329.232,272,399,316.632,N,2
drdr1_st_2,st,drdr1,932,381.093,314,475,316.632,N,2
drdr1_st_2,st,drdr1,836,357.542,297,467,316.632,N,2
drdr1_st_2,st,drdr1,712,459.1,355,558,316.632,N,2
drdr1_st_2,st,drdr1,534,345.886,268,432,316.632,N,2
drdr1_st_2,st,drdr1,796,487.143,365,605,316.632,N,2
drdr1_st_2,st,drdr1,756,530.492,365,693,316.632,N,2
drdr1_st_2,st,drdr1,940,408.829,315,527,316.632,N,2
drdr1_st_2,st,drdr1,908,362.826,302,440,316.632,N,2
drdr1_st_2,st,drdr1,930,362.591,290,439,316.632,N,2
drdr1_st_2,st,drdr1,976,340.775,269,419,316.632,N,2
drdr1_st_2,st,drdr1,812,340.432,278,419,316.632,N,2
drdr1_st_2,st,drdr1,1206,314.218,244,381,316.632,N,2
drdr1_st_2,st,drdr1,930,334.14,262,422,316.632,N,2
drdr1_st_2,st,drdr1,920,326.498,264,396,316.632,N,2
drdr1_st_2,st,drdr1,702,437.167,333,526,316.632,N,2
drdr1_st_2,st,drdr1,750,327.756,256,410,316.632,N,2
drdr1_st_2,st,drdr1,826,337.344,277,401,316.632,N,2
drdr1_st_2,st,drdr1,704,334.669,257,408,316.632,N,2
drdr1_st_2,st,drdr1,1014,348.394,281,422,316.632,N,2
drdr1_st_2,st,drdr1,1054,373.566,306,456,316.632,N,2
drdr1_st_2,st,drdr1,1034,386.565,317,462,316.632,N,2
drdr1_st_2,st,drdr1,922,360.659,292,442,316.632,N,2
drdr1_st_2,st,drdr1,1106,375.564,303,458,316.632,N,2
drdr1_st_2,st,drdr1,772,338.596,277,405,316.632,N,2
drdr1_st_2,st,drdr1,508,346.413,266,440,316.632,N,2
drdr1_st_2,st,drdr1,828,351.813,287,431,316.632,N,2
drdr1_st_2,st,drdr1,468,333.929,263,383,316.632,N,2
drdr1_st_2,st,drdr1,884,353.785,295,443,316.632,N,2
drdr1_st_2,st,drdr1,660,358.341,296,455,316.632,N,2
drdr1_st_2,st,drdr1,580,374.186,288,454,316.632,N,2
drdr1_st_2,st,drdr1,1160,360.308,300,425,316.632,N,2
drdr1_st_2,st,drdr1,1168,356.292,276,436,316.632,N,2
drdr1_st_2,st,drdr1,730,354.229,288,436,316.632,N,2
drdr1_st_2,st,drdr1,722,363.1,292,459,316.632,N,2
drdr1_st_2,st,drdr1,972,383.131,317,453,316.632,N,2
drdr1_st_2,st,drdr1,1192,363.142,295,453,316.632,N,2
drdr1_st_2,st,drdr1,642,357.358,289,424,316.632,N,2
drdr1_st_2,st,drdr1,712,354.39,294,430,316.632,N,2
drdr1_st_2,st,drdr1,942,513.933,409,667,316.632,N,2
drdr1_st_2,st,drdr1,762,467.84,363,621,316.632,N,2
drdr1_st_2,st,drdr1,636,363.807,302,432,316.632,N,2
drdr1_st_2,st,drdr1,918,358.243,288,426,316.632,N,2
drdr1_st_2,st,drdr1,556,352.239,298,414,316.632,N,2
drdr1_st_2,st,drdr1,1032,367.66,302,474,316.632,N,2
drdr1_st_2,st,drdr1,746,350.838,300,416,316.632,N,2
drdr1_st_2,st,drdr1,830,354.771,283,427,316.632,N,2
drdr1_st_2,st,drdr1,1054,380.793,295,444,316.632,N,2
drdr1_st_2,st,drdr1,984,367.6,293,451,316.632,N,2
drdr1_st_2,st,drdr1,988,368.805,288,448,316.632,N,2
drdr1_st_2,st,drdr1,746,346.582,271,422,316.632,N,2
drdr1_st_2,st,drdr1,1012,368.039,300,444,316.632,N,2
drdr1_st_2,st,drdr1,692,352.455,301,415,316.632,N,2
drdr1_st_2,st,drdr1,832,338.95,267,406,316.632,N,2
drdr1_st_2,st,drdr1,900,367.272,304,431,316.632,N,2
drdr1_st_2,st,drdr1,756,375.911,310,457,316.632,N,2
drdr1_st_2,st,drdr1,996,357.282,295,424,316.632,N,2
drdr1_st_2,st,drdr1,860,353.885,286,444,316.632,N,2
drdr1_st_2,st,drdr1,1156,359.647,274,439,316.632,N,2
drdr1_st_2,st,drdr1,740,336.149,263,405,316.632,N,2
drdr1_st_2,st,drdr1,800,345.55,271,427,316.632,N,2
drdr1_st_2,st,drdr1,1098,359.387,284,434,316.632,N,2
drdr1_st_2,st,drdr1,734,353.992,296,459,316.632,N,2
drdr1_st_2,st,drdr1,1002,341.02,266,420,316.632,N,2
drdr1_st_2,st,drdr1,1136,342.974,274,450,316.632,N,2
drdr1_st_2,st,drdr1,1050,351.622,285,426,316.632,N,2
drdr1_st_2,st,drdr1,866,346.242,288,426,316.632,N,2
drdr1_st_2,st,drdr1,788,344.786,279,409,316.632,N,2
drdr1_st_2,st,drdr1,662,351.017,279,417,316.632,N,2
drdr1_st_2,st,drdr1,560,442.789,352,601,316.632,N,2
drdr1_st_2,st,drdr1,796,546.665,427,696,316.632,N,2
drdr1_st_2,st,drdr1,802,354.808,262,443,316.632,N,2
drdr1_st_2,st,drdr1,1150,323.65,251,425,316.632,N,2
drdr1_st_2,st,drdr1,814,340.66,264,401,316.632,N,2
drdr1_st_2,st,drdr1,990,326.127,264,394,316.632,N,2
drdr1_st_2,st,drdr1,710,331.135,266,408,316.632,N,2
drdr1_st_2,st,drdr1,910,326.779,252,408,316.632,N,2
drdr1_st_2,st,drdr1,924,337.694,266,406,316.632,N,2
drdr1_st_2,st,drdr1,1178,316.559,255,376,316.632,N,2
drdr1_st_2,st,drdr1,938,314.504,242,395,316.632,N,2
PDR5-GFP_st_1,st,wt,652,398.403,325,480,442.868,N,2
PDR5-GFP_st_1,st,wt,732,387.448,317,456,442.868,N,2
PDR5-GFP_st_1,st,wt,892,400.849,323,471,442.868,N,2
PDR5-GFP_st_1,st,wt,996,404.37,322,481,442.868,N,2
PDR5-GFP_st_1,st,wt,892,405.261,341,482,442.868,N,2
PDR5-GFP_st_1,st,wt,588,409.383,335,492,442.868,N,2
PDR5-GFP_st_1,st,wt,756,410.336,352,484,442.868,N,2
PDR5-GFP_st_1,st,wt,812,410.011,306,484,442.868,N,2
PDR5-GFP_st_1,st,wt,740,393.746,321,485,442.868,N,2
PDR5-GFP_st_1,st,wt,676,411.04,337,475,442.868,N,2
PDR5-GFP_st_1,st,wt,948,425.524,333,518,442.868,N,2
PDR5-GFP_st_1,st,wt,804,436.399,367,510,442.868,N,2
PDR5-GFP_st_1,st,wt,1132,424.306,341,513,442.868,N,2
PDR5-GFP_st_1,st,wt,988,483.784,391,664,442.868,N,2
PDR5-GFP_st_1,st,wt,1036,433.361,355,564,442.868,N,2
PDR5-GFP_st_1,st,wt,1188,438.648,326,535,442.868,N,2
PDR5-GFP_st_1,st,wt,988,448.272,372,612,442.868,N,2
PDR5-GFP_st_1,st,wt,684,415.817,336,492,442.868,N,2
PDR5-GFP_st_1,st,wt,796,430.675,343,514,442.868,N,2
PDR5-GFP_st_1,st,wt,724,436.743,366,507,442.868,N,2
PDR5-GFP_st_1,st,wt,990,571.983,423,804,442.868,N,2
PDR5-GFP_st_1,st,wt,912,478.032,373,606,442.868,N,2
PDR5-GFP_st_1,st,wt,1088,441.619,362,558,442.868,N,2
PDR5-GFP_st_1,st,wt,660,443.371,369,535,442.868,N,2
PDR5-GFP_st_1,st,wt,468,443.754,356,553,442.868,N,2
PDR5-GFP_st_1,st,wt,772,442.193,348,565,442.868,N,2
PDR5-GFP_st_1,st,wt,788,435.766,359,522,442.868,N,2
PDR5-GFP_st_1,st,wt,948,434.5,348,502,442.868,N,2
PDR5-GFP_st_1,st,wt,732,413.145,348,481,442.868,N,2
PDR5-GFP_st_1,st,wt,556,408.586,353,498,442.868,N,2
PDR5-GFP_st_1,st,wt,788,400.783,320,463,442.868,N,2
PDR5-GFP_st_1,st,wt,868,413.707,355,514,442.868,N,2
PDR5-GFP_st_1,st,wt,628,425.715,350,503,442.868,N,2
PDR5-GFP_st_1,st,wt,596,419.928,351,498,442.868,N,2
PDR5-GFP_st_1,st,wt,556,405.919,303,477,442.868,N,2
PDR5-GFP_st_1,st,wt,876,394.1,283,456,442.868,N,2
PDR5-GFP_st_1,st,wt,1012,419.654,341,496,442.868,N,2
PDR5-GFP_st_1,st,wt,868,421.304,345,499,442.868,N,2
PDR5-GFP_st_1,st,wt,772,420.946,347,533,442.868,N,2
PDR5-GFP_st_1,st,wt,812,419.597,362,517,442.868,N,2
PDR5-GFP_st_1,st,wt,924,421.451,341,534,442.868,N,2
PDR5-GFP_st_1,st,wt,908,425.952,343,524,442.868,N,2
PDR5-GFP_st_1,st,wt,940,438.484,363,529,442.868,N,2
PDR5-GFP_st_1,st,wt,788,442.223,374,530,442.868,N,2
PDR5-GFP_st_1,st,wt,596,425.737,351,486,442.868,N,2
PDR5-GFP_st_1,st,wt,940,419.106,360,476,442.868,N,2
PDR5-GFP_st_1,st,wt,596,421.129,348,477,442.868,N,2
PDR5-GFP_st_1,st,wt,884,429.586,326,496,442.868,N,2
PDR5-GFP_st_1,st,wt,836,425.953,351,483,442.868,N,2
PDR5-GFP_st_1,st,wt,1148,429.47,356,509,442.868,N,2
PDR5-GFP_st_1,st,wt,1438,428.08,337,503,442.868,N,2
PDR5-GFP_st_1,st,wt,628,432.433,360,502,442.868,N,2
PDR5-GFP_st_1,st,wt,1124,436.368,354,524,442.868,N,2
PDR5-GFP_st_1,st,wt,820,438.833,363,518,442.868,N,2
PDR5-GFP_st_1,st,wt,924,436.758,347,525,442.868,N,2
PDR5-GFP_st_1,st,wt,564,436.605,358,517,442.868,N,2
PDR5-GFP_st_1,st,wt,892,438.315,358,510,442.868,N,2
PDR5-GFP_st_1,st,wt,1020,426.561,353,492,442.868,N,2
PDR5-GFP_st_1,st,wt,756,428.876,361,505,442.868,N,2
PDR5-GFP_st_1,st,wt,972,445.229,378,526,442.868,N,2
PDR5-GFP_st_1,st,wt,892,442.781,371,522,442.868,N,2
PDR5-GFP_st_1,st,wt,1140,444.173,370,534,442.868,N,2
PDR5-GFP_st_1,st,wt,900,443.201,348,530,442.868,N,2
PDR5-GFP_st_1,st,wt,1092,439.334,364,516,442.868,N,2
PDR5-GFP_st_1,st,wt,332,437.464,371,497,442.868,N,2
PDR5-GFP_st_1,st,wt,988,441.119,367,562,442.868,N,2
PDR5-GFP_st_1,st,wt,972,437.019,370,517,442.868,N,2
PDR5-GFP_st_1,st,wt,396,445.29,375,519,442.868,N,2
PDR5-GFP_st_1,st,wt,940,442.323,355,538,442.868,N,2
PDR5-GFP_st_1,st,wt,908,427.791,354,501,442.868,N,2
PDR5-GFP_st_1,st,wt,812,422.071,348,501,442.868,N,2
PDR5-GFP_st_1,st,wt,924,420.411,347,508,442.868,N,2
PDR5-GFP_st_1,st,wt,1036,429.336,341,518,442.868,N,2
PDR5-GFP_st_1,st,wt,716,481.306,361,602,442.868,N,2
PDR5-GFP_st_1,st,wt,612,431.224,366,496,442.868,N,2
PDR5-GFP_st_1,st,wt,876,445.912,352,538,442.868,N,2
PDR5-GFP_st_1,st,wt,674,445.969,367,525,442.868,N,2
PDR5-GFP_st_1,st,wt,1334,467.269,373,564,442.868,N,2
PDR5-GFP_st_1,st,wt,694,459.903,363,535,442.868,N,2
PDR5-GFP_st_1,st,wt,1026,441.192,355,526,442.868,N,2
PDR5-GFP_st_1,st,wt,740,441.799,366,516,442.868,N,2
PDR5-GFP_st_1,st,wt,608,439.762,363,525,442.868,N,2
PDR5-GFP_st_1,st,wt,532,436.686,347,504,442.868,N,2
PDR5-GFP_st_1,st,wt,796,435.335,366,552,442.868,N,2
PDR5-GFP_st_1,st,wt,836,433.843,363,518,442.868,N,2
PDR5-GFP_st_1,st,wt,602,432.331,348,519,442.868,N,2
PDR5-GFP_st_1,st,wt,994,432.869,360,524,442.868,N,2
PDR5-GFP_st_1,st,wt,894,430.69,348,502,442.868,N,2
PDR5-GFP_st_1,st,wt,876,428.622,348,515,442.868,N,2
PDR5-GFP_st_1,st,wt,826,428.403,327,527,442.868,N,2
PDR5-GFP_st_1,st,wt,782,432.968,361,505,442.868,N,2
PDR5-GFP_st_1,st,wt,882,434.59,355,533,442.868,N,2
PDR5-GFP_st_1,st,wt,736,441.048,357,512,442.868,N,2
PDR5-GFP_st_1,st,wt,884,443.974,377,535,442.868,N,2
PDR5-GFP_st_1,st,wt,980,444.171,347,529,442.868,N,2
PDR5-GFP_st_1,st,wt,780,458.959,390,553,442.868,N,2
PDR5-GFP_st_1,st,wt,990,474.353,374,574,442.868,N,2
PDR5-GFP_st_1,st,wt,814,455.273,371,532,442.868,N,2
PDR5-GFP_st_1,st,wt,922,458.472,361,555,442.868,N,2
PDR5-GFP_st_1,st,wt,646,440.354,361,504,442.868,N,2
PDR5-GFP_st_1,st,wt,792,421.92,328,509,442.868,N,2
PDR5-GFP_st_1,st,wt,582,420.227,341,485,442.868,N,2
PDR5-GFP_st_1,st,wt,690,438.693,335,495,442.868,N,2
PDR5-GFP_st_1,st,wt,634,516.89,424,649,442.868,N,2
PDR5-GFP_st_1,st,wt,840,533.044,387,760,442.868,N,2
PDR5-GFP_st_1,st,wt,686,1066.885,752,1447,442.868,N,2
PDR5-GFP_st_1,st,wt,1142,1248.873,815,1601,442.868,N,2
PDR5-GFP_st_1,st,wt,1140,463.034,376,543,442.868,N,2
PDR5-GFP_st_1,st,wt,882,379.694,311,496,442.868,N,2
PDR5-GFP_st_1,st,wt,676,443.447,374,502,442.868,N,2
PDR5-GFP_st_1,st,wt,1052,453.209,368,536,442.868,N,2
PDR5-GFP_st_1,st,wt,720,440.879,357,529,442.868,N,2
PDR5-GFP_st_1,st,wt,698,440.911,344,527,442.868,N,2
PDR5-GFP_st_1,st,wt,626,448.062,384,542,442.868,N,2
PDR5-GFP_st_3,st,wt,548,401.67,337,464,413.469,N,2
PDR5-GFP_st_3,st,wt,1132,403.156,329,486,413.469,N,2
PDR5-GFP_st_3,st,wt,708,424.852,352,507,413.469,N,2
PDR5-GFP_st_3,st,wt,644,402.343,331,491,413.469,N,2
PDR5-GFP_st_3,st,wt,684,378.129,308,441,413.469,N,2
PDR5-GFP_st_3,st,wt,700,376.164,295,453,413.469,N,2
PDR5-GFP_st_3,st,wt,692,378.604,325,446,413.469,N,2
PDR5-GFP_st_3,st,wt,476,371.924,294,440,413.469,N,2
PDR5-GFP_st_3,st,wt,668,381.332,304,449,413.469,N,2
PDR5-GFP_st_3,st,wt,708,384.6,315,485,413.469,N,2
PDR5-GFP_st_3,st,wt,660,389.309,312,458,413.469,N,2
PDR5-GFP_st_3,st,wt,668,387.644,298,473,413.469,N,2
PDR5-GFP_st_3,st,wt,1044,393.128,298,461,413.469,N,2
PDR5-GFP_st_3,st,wt,860,395.481,329,467,413.469,N,2
PDR5-GFP_st_3,st,wt,892,400.753,334,469,413.469,N,2
PDR5-GFP_st_3,st,wt,676,403.59,344,470,413.469,N,2
PDR5-GFP_st_3,st,wt,964,402.388,339,499,413.469,N,2
PDR5-GFP_st_3,st,wt,900,382.597,314,447,413.469,N,2
PDR5-GFP_st_3,st,wt,676,377.713,308,435,413.469,N,2
PDR5-GFP_st_3,st,wt,668,382.022,300,463,413.469,N,2
PDR5-GFP_st_3,st,wt,612,383.944,325,476,413.469,N,2
PDR5-GFP_st_3,st,wt,516,382.605,315,453,413.469,N,2
PDR5-GFP_st_3,st,wt,1276,403.868,327,504,413.469,N,2
PDR5-GFP_st_3,st,wt,1356,407.808,339,491,413.469,N,2
PDR5-GFP_st_3,st,wt,868,403.598,327,496,413.469,N,2
PDR5-GFP_st_3,st,wt,764,403.895,335,465,413.469,N,2
PDR5-GFP_st_3,st,wt,580,397.74,318,465,413.469,N,2
PDR5-GFP_st_3,st,wt,708,396.11,320,477,413.469,N,2
PDR5-GFP_st_3,st,wt,1084,407.227,335,496,413.469,N,2
PDR5-GFP_st_3,st,wt,988,398.597,335,468,413.469,N,2
PDR5-GFP_st_3,st,wt,612,401.727,329,460,413.469,N,2
PDR5-GFP_st_3,st,wt,644,468.561,376,564,413.469,N,2
PDR5-GFP_st_3,st,wt,708,400.459,334,480,413.469,N,2
PDR5-GFP_st_3,st,wt,820,402.785,325,489,413.469,N,2
PDR5-GFP_st_3,st,wt,940,400.615,328,481,413.469,N,2
PDR5-GFP_st_3,st,wt,868,405.694,309,493,413.469,N,2
PDR5-GFP_st_3,st,wt,684,402.126,337,490,413.469,N,2
PDR5-GFP_st_3,st,wt,844,400.271,336,462,413.469,N,2
PDR5-GFP_st_3,st,wt,948,405.239,336,472,413.469,N,2
PDR5-GFP_st_3,st,wt,940,404.278,324,495,413.469,N,2
PDR5-GFP_st_3,st,wt,1060,413.85,327,543,413.469,N,2
PDR5-GFP_st_3,st,wt,788,412.94,340,516,413.469,N,2
PDR5-GFP_st_3,st,wt,660,419.555,337,490,413.469,N,2
PDR5-GFP_st_3,st,wt,812,429.334,348,559,413.469,N,2
PDR5-GFP_st_3,st,wt,596,403.005,344,466,413.469,N,2
PDR5-GFP_st_3,st,wt,780,402.147,311,472,413.469,N,2
PDR5-GFP_st_3,st,wt,724,404.291,335,492,413.469,N,2
PDR5-GFP_st_3,st,wt,796,411.013,353,488,413.469,N,2
PDR5-GFP_st_3,st,wt,836,412.447,336,473,413.469,N,2
PDR5-GFP_st_3,st,wt,420,428.145,355,487,413.469,N,2
PDR5-GFP_st_3,st,wt,788,422.477,347,503,413.469,N,2
PDR5-GFP_st_3,st,wt,1020,432.443,352,523,413.469,N,2
PDR5-GFP_st_3,st,wt,540,426.38,349,506,413.469,N,2
PDR5-GFP_st_3,st,wt,764,470.123,377,595,413.469,N,2
PDR5-GFP_st_3,st,wt,524,445.315,373,532,413.469,N,2
PDR5-GFP_st_3,st,wt,892,851.103,575,1300,413.469,N,2
PDR5-GFP_st_3,st,wt,572,928.166,744,1178,413.469,N,2
PDR5-GFP_st_3,st,wt,692,430.058,329,615,413.469,N,2
PDR5-GFP_st_3,st,wt,756,419.468,333,481,413.469,N,2
PDR5-GFP_st_3,st,wt,652,403.291,337,500,413.469,N,2
PDR5-GFP_st_3,st,wt,620,404.469,332,466,413.469,N,2
PDR5-GFP_st_3,st,wt,644,400.194,334,486,413.469,N,2
PDR5-GFP_st_3,st,wt,508,403.112,333,501,413.469,N,2
PDR5-GFP_st_3,st,wt,580,402.795,341,464,413.469,N,2
PDR5-GFP_st_3,st,wt,708,404.482,331,488,413.469,N,2
PDR5-GFP_st_3,st,wt,556,412.113,352,474,413.469,N,2
PDR5-GFP_st_3,st,wt,916,444.976,370,565,413.469,N,2
PDR5-GFP_st_3,st,wt,644,446.416,337,566,413.469,N,2
PDR5-GFP_st_3,st,wt,676,407.627,344,490,413.469,N,2
PDR5-GFP_st_3,st,wt,900,415.458,332,503,413.469,N,2
PDR5-GFP_st_3,st,wt,476,418.569,357,495,413.469,N,2
PDR5-GFP_st_3,st,wt,924,409.784,314,482,413.469,N,2
PDR5-GFP_st_3,st,wt,700,403.136,342,461,413.469,N,2
PDR5-GFP_st_3,st,wt,596,400.983,340,465,413.469,N,2
